t (s) - 1,U1(V) - 1,U2(V) - 1,,t (s) - 2,U1(V) - 2,U2(V) - 2,,t (s) - 3,U1(V) - 3,U2(V) - 3,,t (s) - 4,U1(V) - 4,U2(V) - 4,,t (s) - 5,U1(V) - 5,U2(V) - 5,,t (s) - 6,U1(V) - 6,U2(V) - 6,,t (s) - 7,U1(V) - 7,U2(V) - 7,,t (s) - 8,U1(V) - 8,U2(V) - 8,,t (s) - 9,U1(V) - 9,U2(V) - 9,,t (s) - 10,U1(V) - 10,U2(V) - 10,,t (s) - 11,U1(V) - 11,U2(V) - 11,,t (s) - 12,U1(V) - 12,U2(V) - 12,,t (s) - 13,U1(V) - 13,U2(V) - 13,,t (s) - 14,U1(V) - 14,U2(V) - 14,,t (s) - 15,U1(V) - 15,U2(V) - 15,,t (s) - 16,U1(V) - 16,U2(V) - 16,,t (s) - 17,U1(V) - 17,U2(V) - 17,,t (s) - 18,U1(V) - 18,U2(V) - 18,,t (s) - 19,U1(V) - 19,U2(V) - 19,,t (s) - 20,U1(V) - 20,U2(V) - 20,,t (s) - 21,U1(V) - 21,U2(V) - 21,,t (s) - 22,U1(V) - 22,U2(V) - 22,,t (s) - 23,U1(V) - 23,U2(V) - 23,,t (s) - 24,U1(V) - 24,U2(V) - 24,,t (s) - 25,U1(V) - 25,U2(V) - 25
0.213333,-0.062978,-0.036753,,0.213333,0.062978,0.021002,,0.213333,0.031489,0.015751,,0.213333,0,-0.015751,,0.213333,-0.083971,-0.010501,,0.213333,-0.131204,-0.031502,,0.213333,0.047233,-0.00525,,0.213333,-0.162693,-0.021002,,0.213333,-0.020993,0.021002,,0.213333,0.320138,0.010501,,0.213333,-0.251912,-0.026252,,0.213333,-0.078722,0.036753,,0.213333,-0.073474,-0.031502,,0.213333,-0.078722,-0.021002,,0.213333,0.194182,-0.010501,,0.213333,0.146948,-0.036753,,0.213333,0.125956,-0.015751,,0.213333,0.068226,-0.031502,,0.213333,-0.073474,0.036753,,0.213333,0.073474,-0.031502,,0.213333,-0.073474,0.036753,,0.213333,0.010496,0.00525,,0.213333,0.015744,-0.00525,,0.213333,-0.010496,0,,0.213333,0,-0.00525
0.22,-0.062978,-0.036753,,0.22,0.062978,0.021002,,0.22,0.036737,0.015751,,0.22,-0.005248,-0.015751,,0.22,-0.083971,-0.015751,,0.22,-0.131204,-0.026252,,0.22,0.047233,-0.010501,,0.22,-0.162693,-0.015751,,0.22,-0.015744,0.021002,,0.22,0.320138,0.00525,,0.22,-0.25716,-0.021002,,0.22,-0.073474,0.036753,,0.22,-0.083971,-0.026252,,0.22,-0.083971,-0.021002,,0.22,0.194182,-0.010501,,0.22,0.1417,-0.036753,,0.22,0.125956,-0.015751,,0.22,0.062978,-0.026252,,0.22,-0.073474,0.036753,,0.22,0.073474,-0.031502,,0.22,-0.073474,0.036753,,0.22,0.015744,0,,0.22,0.020993,0,,0.22,-0.010496,0,,0.22,0,-0.00525
0.226667,-0.05773,-0.036753,,0.226667,0.05773,0.021002,,0.226667,0.036737,0.021002,,0.226667,-0.005248,-0.015751,,0.226667,-0.083971,-0.010501,,0.226667,-0.131204,-0.026252,,0.226667,0.041985,-0.010501,,0.226667,-0.162693,-0.015751,,0.226667,-0.015744,0.021002,,0.226667,0.314889,0.00525,,0.226667,-0.262408,-0.026252,,0.226667,-0.062978,0.036753,,0.226667,-0.089219,-0.031502,,0.226667,-0.083971,-0.021002,,0.226667,0.19943,-0.010501,,0.226667,0.1417,-0.036753,,0.226667,0.125956,-0.015751,,0.226667,0.05773,-0.031502,,0.226667,-0.068226,0.031502,,0.226667,0.073474,-0.036753,,0.226667,-0.068226,0.042003,,0.226667,0.010496,0.00525,,0.226667,0.020993,-0.00525,,0.226667,-0.010496,0.00525,,0.226667,0,0
0.233333,-0.062978,-0.036753,,0.233333,0.05773,0.021002,,0.233333,0.036737,0.021002,,0.233333,-0.010496,-0.021002,,0.233333,-0.083971,-0.00525,,0.233333,-0.125956,-0.026252,,0.233333,0.036737,-0.010501,,0.233333,-0.157445,-0.015751,,0.233333,-0.010496,0.026252,,0.233333,0.309641,0.00525,,0.233333,-0.267656,-0.026252,,0.233333,-0.05773,0.036753,,0.233333,-0.099715,-0.026252,,0.233333,-0.094467,-0.015751,,0.233333,0.19943,-0.010501,,0.233333,0.136452,-0.036753,,0.233333,0.131204,-0.021002,,0.233333,0.052482,-0.026252,,0.233333,-0.068226,0.031502,,0.233333,0.068226,-0.036753,,0.233333,-0.068226,0.036753,,0.233333,0.015744,0,,0.233333,0.020993,-0.00525,,0.233333,-0.010496,0.00525,,0.233333,0,-0.00525
0.24,-0.062978,-0.031502,,0.24,0.05773,0.021002,,0.24,0.036737,0.021002,,0.24,-0.010496,-0.015751,,0.24,-0.078722,-0.010501,,0.24,-0.125956,-0.026252,,0.24,0.036737,-0.010501,,0.24,-0.157445,-0.010501,,0.24,-0.005248,0.026252,,0.24,0.304393,0,,0.24,-0.272904,-0.026252,,0.24,-0.047233,0.036753,,0.24,-0.104963,-0.026252,,0.24,-0.099715,-0.015751,,0.24,0.204678,-0.015751,,0.24,0.136452,-0.036753,,0.24,0.131204,-0.015751,,0.24,0.052482,-0.026252,,0.24,-0.068226,0.031502,,0.24,0.068226,-0.031502,,0.24,-0.068226,0.031502,,0.24,0.020993,0,,0.24,0.026241,-0.010501,,0.24,-0.015744,0.00525,,0.24,-0.005248,0
0.246667,-0.062978,-0.036753,,0.246667,0.05773,0.021002,,0.246667,0.036737,0.021002,,0.246667,-0.010496,-0.021002,,0.246667,-0.078722,-0.010501,,0.246667,-0.125956,-0.026252,,0.246667,0.031489,-0.010501,,0.246667,-0.157445,-0.015751,,0.246667,0,0.021002,,0.246667,0.304393,0,,0.246667,-0.278152,-0.026252,,0.246667,-0.036737,0.036753,,0.246667,-0.110211,-0.026252,,0.246667,-0.104963,-0.015751,,0.246667,0.209926,-0.010501,,0.246667,0.131204,-0.031502,,0.246667,0.136452,-0.021002,,0.246667,0.052482,-0.026252,,0.246667,-0.062978,0.031502,,0.246667,0.068226,-0.031502,,0.246667,-0.068226,0.036753,,0.246667,0.020993,-0.00525,,0.246667,0.026241,-0.010501,,0.246667,-0.015744,0.00525,,0.246667,-0.005248,0
0.253333,-0.062978,-0.036753,,0.253333,0.05773,0.021002,,0.253333,0.041985,0.021002,,0.253333,-0.015744,-0.015751,,0.253333,-0.073474,-0.010501,,0.253333,-0.125956,-0.026252,,0.253333,0.031489,-0.010501,,0.253333,-0.152197,-0.010501,,0.253333,0.010496,0.026252,,0.253333,0.299145,0,,0.253333,-0.283401,-0.021002,,0.253333,-0.031489,0.036753,,0.253333,-0.120708,-0.026252,,0.253333,-0.110211,-0.015751,,0.253333,0.209926,-0.015751,,0.253333,0.125956,-0.031502,,0.253333,0.136452,-0.021002,,0.253333,0.047233,-0.026252,,0.253333,-0.062978,0.031502,,0.253333,0.062978,-0.031502,,0.253333,-0.068226,0.036753,,0.253333,0.020993,-0.00525,,0.253333,0.026241,-0.010501,,0.253333,-0.015744,0.010501,,0.253333,-0.005248,0.00525
0.26,-0.062978,-0.031502,,0.26,0.05773,0.015751,,0.26,0.041985,0.021002,,0.26,-0.015744,-0.015751,,0.26,-0.068226,-0.00525,,0.26,-0.120708,-0.026252,,0.26,0.026241,-0.015751,,0.26,-0.152197,-0.010501,,0.26,0.015744,0.026252,,0.26,0.293897,0,,0.26,-0.288649,-0.026252,,0.26,-0.020993,0.031502,,0.26,-0.125956,-0.026252,,0.26,-0.115459,-0.015751,,0.26,0.209926,-0.015751,,0.26,0.125956,-0.036753,,0.26,0.136452,-0.021002,,0.26,0.041985,-0.026252,,0.26,-0.05773,0.031502,,0.26,0.062978,-0.031502,,0.26,-0.062978,0.036753,,0.26,0.026241,0,,0.26,0.031489,-0.010501,,0.26,-0.015744,0.010501,,0.26,-0.005248,0
0.266667,-0.05773,-0.031502,,0.266667,0.052482,0.015751,,0.266667,0.041985,0.021002,,0.266667,-0.020993,-0.021002,,0.266667,-0.068226,-0.00525,,0.266667,-0.125956,-0.026252,,0.266667,0.020993,-0.015751,,0.266667,-0.146948,-0.010501,,0.266667,0.020993,0.026252,,0.266667,0.293897,0,,0.266667,-0.288649,-0.021002,,0.266667,-0.015744,0.036753,,0.266667,-0.131204,-0.021002,,0.266667,-0.120708,-0.010501,,0.266667,0.215174,-0.021002,,0.266667,0.120708,-0.031502,,0.266667,0.136452,-0.021002,,0.266667,0.041985,-0.026252,,0.266667,-0.05773,0.026252,,0.266667,0.062978,-0.031502,,0.266667,-0.062978,0.036753,,0.266667,0.026241,-0.00525,,0.266667,0.026241,-0.010501,,0.266667,-0.020993,0.00525,,0.266667,-0.010496,0.00525
0.273333,-0.05773,-0.031502,,0.273333,0.052482,0.015751,,0.273333,0.047233,0.026252,,0.273333,-0.020993,-0.015751,,0.273333,-0.062978,-0.00525,,0.273333,-0.125956,-0.021002,,0.273333,0.015744,-0.015751,,0.273333,-0.146948,-0.010501,,0.273333,0.020993,0.031502,,0.273333,0.288649,0,,0.273333,-0.293897,-0.026252,,0.273333,-0.010496,0.036753,,0.273333,-0.136452,-0.026252,,0.273333,-0.125956,-0.010501,,0.273333,0.215174,-0.015751,,0.273333,0.115459,-0.036753,,0.273333,0.1417,-0.021002,,0.273333,0.036737,-0.021002,,0.273333,-0.05773,0.026252,,0.273333,0.05773,-0.031502,,0.273333,-0.062978,0.036753,,0.273333,0.026241,-0.00525,,0.273333,0.031489,-0.010501,,0.273333,-0.020993,0.010501,,0.273333,-0.010496,0.00525
0.28,-0.05773,-0.036753,,0.28,0.052482,0.015751,,0.28,0.047233,0.026252,,0.28,-0.026241,-0.021002,,0.28,-0.062978,-0.00525,,0.28,-0.120708,-0.026252,,0.28,0.015744,-0.015751,,0.28,-0.1417,-0.010501,,0.28,0.026241,0.026252,,0.28,0.283401,0,,0.28,-0.299145,-0.021002,,0.28,0,0.036753,,0.28,-0.146948,-0.026252,,0.28,-0.136452,-0.010501,,0.28,0.215174,-0.015751,,0.28,0.115459,-0.036753,,0.28,0.1417,-0.021002,,0.28,0.036737,-0.021002,,0.28,-0.052482,0.031502,,0.28,0.05773,-0.031502,,0.28,-0.062978,0.036753,,0.28,0.031489,-0.00525,,0.28,0.031489,-0.015751,,0.28,-0.020993,0.015751,,0.28,-0.010496,0.00525
0.286667,-0.05773,-0.036753,,0.286667,0.052482,0.015751,,0.286667,0.047233,0.026252,,0.286667,-0.026241,-0.021002,,0.286667,-0.062978,-0.00525,,0.286667,-0.120708,-0.026252,,0.286667,0.010496,-0.015751,,0.286667,-0.1417,-0.00525,,0.286667,0.036737,0.031502,,0.286667,0.278152,0,,0.286667,-0.299145,-0.021002,,0.286667,0.010496,0.036753,,0.286667,-0.152197,-0.026252,,0.286667,-0.1417,-0.010501,,0.286667,0.215174,-0.021002,,0.286667,0.110211,-0.036753,,0.286667,0.1417,-0.021002,,0.286667,0.031489,-0.021002,,0.286667,-0.052482,0.026252,,0.286667,0.052482,-0.031502,,0.286667,-0.062978,0.036753,,0.286667,0.031489,-0.00525,,0.286667,0.036737,-0.015751,,0.286667,-0.020993,0.015751,,0.286667,-0.010496,0.010501
0.293333,-0.062978,-0.031502,,0.293333,0.047233,0.015751,,0.293333,0.047233,0.026252,,0.293333,-0.026241,-0.021002,,0.293333,-0.05773,0,,0.293333,-0.115459,-0.021002,,0.293333,0.010496,-0.015751,,0.293333,-0.136452,-0.010501,,0.293333,0.041985,0.031502,,0.293333,0.272904,-0.00525,,0.293333,-0.304393,-0.021002,,0.293333,0.020993,0.031502,,0.293333,-0.157445,-0.021002,,0.293333,-0.146948,-0.015751,,0.293333,0.215174,-0.021002,,0.293333,0.110211,-0.036753,,0.293333,0.1417,-0.026252,,0.293333,0.026241,-0.021002,,0.293333,-0.047233,0.026252,,0.293333,0.052482,-0.026252,,0.293333,-0.062978,0.036753,,0.293333,0.036737,-0.010501,,0.293333,0.036737,-0.015751,,0.293333,-0.020993,0.015751,,0.293333,-0.010496,0.010501
0.3,-0.05773,-0.036753,,0.3,0.052482,0.015751,,0.3,0.052482,0.026252,,0.3,-0.031489,-0.021002,,0.3,-0.05773,-0.00525,,0.3,-0.115459,-0.026252,,0.3,0.005248,-0.015751,,0.3,-0.136452,-0.00525,,0.3,0.047233,0.031502,,0.3,0.267656,-0.00525,,0.3,-0.309641,-0.021002,,0.3,0.026241,0.036753,,0.3,-0.167941,-0.021002,,0.3,-0.146948,-0.010501,,0.3,0.220423,-0.021002,,0.3,0.104963,-0.031502,,0.3,0.146948,-0.026252,,0.3,0.026241,-0.021002,,0.3,-0.047233,0.026252,,0.3,0.052482,-0.026252,,0.3,-0.05773,0.031502,,0.3,0.036737,-0.00525,,0.3,0.031489,-0.015751,,0.3,-0.026241,0.015751,,0.3,-0.015744,0.010501
0.306667,-0.05773,-0.031502,,0.306667,0.047233,0.015751,,0.306667,0.052482,0.026252,,0.306667,-0.036737,-0.021002,,0.306667,-0.052482,0,,0.306667,-0.115459,-0.021002,,0.306667,0.005248,-0.021002,,0.306667,-0.136452,-0.010501,,0.306667,0.052482,0.031502,,0.306667,0.262408,-0.00525,,0.306667,-0.309641,-0.015751,,0.306667,0.036737,0.036753,,0.306667,-0.173189,-0.021002,,0.306667,-0.152197,-0.010501,,0.306667,0.220423,-0.021002,,0.306667,0.099715,-0.031502,,0.306667,0.146948,-0.026252,,0.306667,0.020993,-0.015751,,0.306667,-0.041985,0.026252,,0.306667,0.047233,-0.031502,,0.306667,-0.05773,0.031502,,0.306667,0.036737,-0.010501,,0.306667,0.041985,-0.015751,,0.306667,-0.026241,0.015751,,0.306667,-0.015744,0.010501
0.313333,-0.05773,-0.036753,,0.313333,0.041985,0.015751,,0.313333,0.052482,0.026252,,0.313333,-0.036737,-0.021002,,0.313333,-0.052482,0,,0.313333,-0.115459,-0.021002,,0.313333,-0.005248,-0.015751,,0.313333,-0.131204,-0.00525,,0.313333,0.05773,0.031502,,0.313333,0.262408,-0.00525,,0.313333,-0.314889,-0.015751,,0.313333,0.041985,0.036753,,0.313333,-0.178437,-0.021002,,0.313333,-0.157445,-0.00525,,0.313333,0.220423,-0.021002,,0.313333,0.094467,-0.031502,,0.313333,0.146948,-0.026252,,0.313333,0.020993,-0.015751,,0.313333,-0.041985,0.026252,,0.313333,0.047233,-0.026252,,0.313333,-0.05773,0.031502,,0.313333,0.036737,-0.010501,,0.313333,0.036737,-0.021002,,0.313333,-0.026241,0.015751,,0.313333,-0.015744,0.015751
0.32,-0.05773,-0.031502,,0.32,0.047233,0.015751,,0.32,0.052482,0.026252,,0.32,-0.031489,-0.021002,,0.32,-0.052482,-0.00525,,0.32,-0.115459,-0.021002,,0.32,-0.005248,-0.021002,,0.32,-0.125956,-0.00525,,0.32,0.062978,0.031502,,0.32,0.25716,-0.00525,,0.32,-0.320138,-0.015751,,0.32,0.052482,0.036753,,0.32,-0.183686,-0.021002,,0.32,-0.162693,-0.00525,,0.32,0.225671,-0.021002,,0.32,0.094467,-0.031502,,0.32,0.146948,-0.026252,,0.32,0.015744,-0.015751,,0.32,-0.036737,0.026252,,0.32,0.041985,-0.021002,,0.32,-0.05773,0.031502,,0.32,0.041985,-0.010501,,0.32,0.036737,-0.021002,,0.32,-0.026241,0.021002,,0.32,-0.015744,0.015751
0.326667,-0.05773,-0.036753,,0.326667,0.047233,0.015751,,0.326667,0.052482,0.031502,,0.326667,-0.036737,-0.021002,,0.326667,-0.052482,0,,0.326667,-0.110211,-0.021002,,0.326667,-0.005248,-0.021002,,0.326667,-0.125956,-0.00525,,0.326667,0.068226,0.031502,,0.326667,0.246663,-0.00525,,0.326667,-0.320138,-0.015751,,0.326667,0.05773,0.036753,,0.326667,-0.188934,-0.021002,,0.326667,-0.167941,-0.00525,,0.326667,0.225671,-0.026252,,0.326667,0.083971,-0.031502,,0.326667,0.146948,-0.026252,,0.326667,0.015744,-0.015751,,0.326667,-0.036737,0.021002,,0.326667,0.041985,-0.021002,,0.326667,-0.05773,0.031502,,0.326667,0.041985,-0.010501,,0.326667,0.041985,-0.021002,,0.326667,-0.026241,0.021002,,0.326667,-0.020993,0.015751
0.333333,-0.05773,-0.031502,,0.333333,0.041985,0.010501,,0.333333,0.05773,0.031502,,0.333333,-0.041985,-0.026252,,0.333333,-0.047233,0,,0.333333,-0.104963,-0.021002,,0.333333,-0.010496,-0.021002,,0.333333,-0.120708,-0.00525,,0.333333,0.078722,0.031502,,0.333333,0.241415,-0.00525,,0.333333,-0.320138,-0.015751,,0.333333,0.068226,0.036753,,0.333333,-0.194182,-0.021002,,0.333333,-0.173189,-0.00525,,0.333333,0.225671,-0.021002,,0.333333,0.083971,-0.031502,,0.333333,0.146948,-0.031502,,0.333333,0.010496,-0.015751,,0.333333,-0.031489,0.021002,,0.333333,0.036737,-0.026252,,0.333333,-0.052482,0.036753,,0.333333,0.047233,-0.010501,,0.333333,0.041985,-0.026252,,0.333333,-0.031489,0.021002,,0.333333,-0.015744,0.015751
0.34,-0.05773,-0.031502,,0.34,0.041985,0.010501,,0.34,0.05773,0.031502,,0.34,-0.041985,-0.026252,,0.34,-0.041985,0,,0.34,-0.104963,-0.015751,,0.34,-0.015744,-0.021002,,0.34,-0.115459,-0.00525,,0.34,0.078722,0.031502,,0.34,0.236167,-0.010501,,0.34,-0.325386,-0.015751,,0.34,0.073474,0.036753,,0.34,-0.204678,-0.015751,,0.34,-0.178437,-0.00525,,0.34,0.225671,-0.021002,,0.34,0.078722,-0.026252,,0.34,0.146948,-0.026252,,0.34,0.005248,-0.015751,,0.34,-0.031489,0.026252,,0.34,0.036737,-0.021002,,0.34,-0.052482,0.031502,,0.34,0.047233,-0.015751,,0.34,0.041985,-0.021002,,0.34,-0.026241,0.021002,,0.34,-0.020993,0.015751
0.346667,-0.05773,-0.031502,,0.346667,0.041985,0.010501,,0.346667,0.05773,0.031502,,0.346667,-0.041985,-0.026252,,0.346667,-0.036737,0,,0.346667,-0.104963,-0.021002,,0.346667,-0.020993,-0.021002,,0.346667,-0.115459,-0.00525,,0.346667,0.089219,0.026252,,0.346667,0.230919,-0.010501,,0.346667,-0.330634,-0.015751,,0.346667,0.083971,0.031502,,0.346667,-0.204678,-0.015751,,0.346667,-0.178437,-0.00525,,0.346667,0.220423,-0.026252,,0.346667,0.073474,-0.031502,,0.346667,0.152197,-0.026252,,0.346667,0,-0.015751,,0.346667,-0.026241,0.026252,,0.346667,0.031489,-0.021002,,0.346667,-0.047233,0.031502,,0.346667,0.047233,-0.015751,,0.346667,0.041985,-0.026252,,0.346667,-0.026241,0.026252,,0.346667,-0.020993,0.021002
0.353333,-0.05773,-0.031502,,0.353333,0.041985,0.010501,,0.353333,0.062978,0.026252,,0.353333,-0.047233,-0.026252,,0.353333,-0.036737,0,,0.353333,-0.104963,-0.021002,,0.353333,-0.020993,-0.021002,,0.353333,-0.115459,0,,0.353333,0.094467,0.031502,,0.353333,0.225671,-0.010501,,0.353333,-0.330634,-0.015751,,0.353333,0.089219,0.031502,,0.353333,-0.209926,-0.021002,,0.353333,-0.183686,-0.00525,,0.353333,0.225671,-0.026252,,0.353333,0.073474,-0.031502,,0.353333,0.146948,-0.031502,,0.353333,0,-0.015751,,0.353333,-0.026241,0.021002,,0.353333,0.036737,-0.021002,,0.353333,-0.047233,0.031502,,0.353333,0.047233,-0.021002,,0.353333,0.041985,-0.026252,,0.353333,-0.031489,0.021002,,0.353333,-0.020993,0.021002
0.36,-0.052482,-0.031502,,0.36,0.041985,0.010501,,0.36,0.062978,0.031502,,0.36,-0.047233,-0.026252,,0.36,-0.036737,0.00525,,0.36,-0.099715,-0.015751,,0.36,-0.026241,-0.026252,,0.36,-0.110211,0,,0.36,0.094467,0.031502,,0.36,0.220423,-0.010501,,0.36,-0.330634,-0.015751,,0.36,0.099715,0.036753,,0.36,-0.220423,-0.015751,,0.36,-0.194182,0,,0.36,0.225671,-0.026252,,0.36,0.062978,-0.031502,,0.36,0.146948,-0.031502,,0.36,0,-0.010501,,0.36,-0.026241,0.021002,,0.36,0.031489,-0.021002,,0.36,-0.047233,0.031502,,0.36,0.052482,-0.021002,,0.36,0.047233,-0.021002,,0.36,-0.031489,0.026252,,0.36,-0.026241,0.021002
0.366667,-0.05773,-0.031502,,0.366667,0.036737,0.010501,,0.366667,0.062978,0.026252,,0.366667,-0.047233,-0.026252,,0.366667,-0.036737,0.00525,,0.366667,-0.099715,-0.021002,,0.366667,-0.026241,-0.021002,,0.366667,-0.104963,0,,0.366667,0.099715,0.031502,,0.366667,0.215174,-0.010501,,0.366667,-0.330634,-0.010501,,0.366667,0.110211,0.031502,,0.366667,-0.225671,-0.015751,,0.366667,-0.194182,0,,0.366667,0.225671,-0.031502,,0.366667,0.062978,-0.026252,,0.366667,0.152197,-0.031502,,0.366667,-0.005248,-0.010501,,0.366667,-0.015744,0.021002,,0.366667,0.026241,-0.021002,,0.366667,-0.041985,0.031502,,0.366667,0.052482,-0.021002,,0.366667,0.047233,-0.026252,,0.366667,-0.031489,0.021002,,0.366667,-0.026241,0.021002
0.373333,-0.05773,-0.031502,,0.373333,0.041985,0.010501,,0.373333,0.062978,0.031502,,0.373333,-0.052482,-0.026252,,0.373333,-0.026241,0.00525,,0.373333,-0.104963,-0.015751,,0.373333,-0.031489,-0.026252,,0.373333,-0.099715,0,,0.373333,0.104963,0.031502,,0.373333,0.209926,-0.010501,,0.373333,-0.335882,-0.015751,,0.373333,0.115459,0.036753,,0.373333,-0.230919,-0.015751,,0.373333,-0.19943,0,,0.373333,0.225671,-0.026252,,0.373333,0.05773,-0.026252,,0.373333,0.152197,-0.031502,,0.373333,-0.010496,-0.010501,,0.373333,-0.020993,0.021002,,0.373333,0.020993,-0.021002,,0.373333,-0.041985,0.031502,,0.373333,0.05773,-0.015751,,0.373333,0.047233,-0.026252,,0.373333,-0.036737,0.026252,,0.373333,-0.026241,0.021002
0.38,-0.05773,-0.031502,,0.38,0.036737,0.010501,,0.38,0.068226,0.031502,,0.38,-0.052482,-0.031502,,0.38,-0.031489,0.00525,,0.38,-0.099715,-0.015751,,0.38,-0.031489,-0.026252,,0.38,-0.099715,0.00525,,0.38,0.110211,0.031502,,0.38,0.204678,-0.015751,,0.38,-0.34113,-0.010501,,0.38,0.125956,0.031502,,0.38,-0.236167,-0.015751,,0.38,-0.19943,0,,0.38,0.225671,-0.026252,,0.38,0.052482,-0.026252,,0.38,0.152197,-0.036753,,0.38,-0.015744,-0.010501,,0.38,-0.015744,0.015751,,0.38,0.020993,-0.021002,,0.38,-0.041985,0.026252,,0.38,0.052482,-0.021002,,0.38,0.047233,-0.026252,,0.38,-0.036737,0.026252,,0.38,-0.026241,0.021002
0.386667,-0.052482,-0.031502,,0.386667,0.036737,0.00525,,0.386667,0.068226,0.031502,,0.386667,-0.052482,-0.031502,,0.386667,-0.026241,0,,0.386667,-0.099715,-0.015751,,0.386667,-0.036737,-0.026252,,0.386667,-0.094467,0.00525,,0.386667,0.115459,0.036753,,0.386667,0.19943,-0.015751,,0.386667,-0.335882,-0.010501,,0.386667,0.131204,0.031502,,0.386667,-0.241415,-0.010501,,0.386667,-0.19943,0,,0.386667,0.225671,-0.026252,,0.386667,0.052482,-0.026252,,0.386667,0.152197,-0.031502,,0.386667,-0.015744,-0.010501,,0.386667,-0.015744,0.015751,,0.386667,0.015744,-0.015751,,0.386667,-0.036737,0.026252,,0.386667,0.05773,-0.021002,,0.386667,0.052482,-0.026252,,0.386667,-0.036737,0.031502,,0.386667,-0.026241,0.026252
0.393333,-0.05773,-0.031502,,0.393333,0.036737,0.010501,,0.393333,0.068226,0.031502,,0.393333,-0.05773,-0.031502,,0.393333,-0.026241,0.00525,,0.393333,-0.094467,-0.015751,,0.393333,-0.041985,-0.021002,,0.393333,-0.089219,0.00525,,0.393333,0.120708,0.036753,,0.393333,0.194182,-0.015751,,0.393333,-0.335882,-0.010501,,0.393333,0.1417,0.031502,,0.393333,-0.241415,-0.015751,,0.393333,-0.209926,0.00525,,0.393333,0.225671,-0.031502,,0.393333,0.041985,-0.026252,,0.393333,0.152197,-0.031502,,0.393333,-0.020993,-0.010501,,0.393333,-0.010496,0.015751,,0.393333,0.015744,-0.015751,,0.393333,-0.036737,0.026252,,0.393333,0.05773,-0.021002,,0.393333,0.052482,-0.026252,,0.393333,-0.036737,0.031502,,0.393333,-0.026241,0.021002
0.4,-0.052482,-0.031502,,0.4,0.036737,0.00525,,0.4,0.068226,0.031502,,0.4,-0.05773,-0.031502,,0.4,-0.020993,0.010501,,0.4,-0.089219,-0.010501,,0.4,-0.047233,-0.026252,,0.4,-0.089219,0,,0.4,0.125956,0.031502,,0.4,0.183686,-0.015751,,0.4,-0.335882,-0.010501,,0.4,0.146948,0.031502,,0.4,-0.246663,-0.015751,,0.4,-0.209926,0.00525,,0.4,0.225671,-0.026252,,0.4,0.041985,-0.026252,,0.4,0.152197,-0.036753,,0.4,-0.020993,-0.00525,,0.4,-0.010496,0.015751,,0.4,0.015744,-0.015751,,0.4,-0.036737,0.026252,,0.4,0.05773,-0.021002,,0.4,0.052482,-0.031502,,0.4,-0.036737,0.031502,,0.4,-0.026241,0.026252
0.406667,-0.052482,-0.031502,,0.406667,0.036737,0.00525,,0.406667,0.073474,0.031502,,0.406667,-0.062978,-0.031502,,0.406667,-0.020993,0.010501,,0.406667,-0.089219,-0.015751,,0.406667,-0.047233,-0.026252,,0.406667,-0.083971,0.00525,,0.406667,0.131204,0.036753,,0.406667,0.178437,-0.015751,,0.406667,-0.335882,-0.00525,,0.406667,0.157445,0.026252,,0.406667,-0.251912,-0.010501,,0.406667,-0.215174,0.00525,,0.406667,0.225671,-0.031502,,0.406667,0.036737,-0.026252,,0.406667,0.146948,-0.031502,,0.406667,-0.026241,-0.00525,,0.406667,0,0.015751,,0.406667,0.010496,-0.015751,,0.406667,-0.036737,0.026252,,0.406667,0.05773,-0.026252,,0.406667,0.05773,-0.031502,,0.406667,-0.036737,0.031502,,0.406667,-0.026241,0.026252
0.413333,-0.052482,-0.031502,,0.413333,0.031489,0.010501,,0.413333,0.073474,0.031502,,0.413333,-0.062978,-0.031502,,0.413333,-0.015744,0.010501,,0.413333,-0.089219,-0.010501,,0.413333,-0.047233,-0.031502,,0.413333,-0.083971,0.00525,,0.413333,0.136452,0.036753,,0.413333,0.173189,-0.015751,,0.413333,-0.34113,-0.00525,,0.413333,0.162693,0.026252,,0.413333,-0.25716,-0.010501,,0.413333,-0.215174,0.00525,,0.413333,0.220423,-0.031502,,0.413333,0.031489,-0.026252,,0.413333,0.152197,-0.031502,,0.413333,-0.031489,-0.00525,,0.413333,0,0.010501,,0.413333,0.010496,-0.015751,,0.413333,-0.031489,0.026252,,0.413333,0.062978,-0.021002,,0.413333,0.052482,-0.031502,,0.413333,-0.036737,0.031502,,0.413333,-0.031489,0.026252
0.42,-0.052482,-0.031502,,0.42,0.031489,0.00525,,0.42,0.073474,0.031502,,0.42,-0.062978,-0.031502,,0.42,-0.010496,0.00525,,0.42,-0.083971,-0.010501,,0.42,-0.052482,-0.026252,,0.42,-0.073474,0,,0.42,0.1417,0.036753,,0.42,0.167941,-0.015751,,0.42,-0.34113,-0.00525,,0.42,0.167941,0.031502,,0.42,-0.262408,-0.00525,,0.42,-0.220423,0.00525,,0.42,0.220423,-0.031502,,0.42,0.026241,-0.026252,,0.42,0.146948,-0.031502,,0.42,-0.031489,-0.00525,,0.42,0,0.015751,,0.42,0.005248,-0.015751,,0.42,-0.031489,0.026252,,0.42,0.062978,-0.026252,,0.42,0.05773,-0.031502,,0.42,-0.036737,0.031502,,0.42,-0.026241,0.026252
