t (s) - 1,U1(V) - 1,U2(V) - 1,,t (s) - 2,U1(V) - 2,U2(V) - 2,,t (s) - 3,U1(V) - 3,U2(V) - 3,,t (s) - 4,U1(V) - 4,U2(V) - 4,,t (s) - 5,U1(V) - 5,U2(V) - 5,,t (s) - 6,U1(V) - 6,U2(V) - 6,,t (s) - 7,U1(V) - 7,U2(V) - 7,,t (s) - 8,U1(V) - 8,U2(V) - 8,,t (s) - 9,U1(V) - 9,U2(V) - 9,,t (s) - 10,U1(V) - 10,U2(V) - 10,,t (s) - 11,U1(V) - 11,U2(V) - 11,,t (s) - 12,U1(V) - 12,U2(V) - 12,,t (s) - 13,U1(V) - 13,U2(V) - 13,,t (s) - 14,U1(V) - 14,U2(V) - 14,,t (s) - 15,U1(V) - 15,U2(V) - 15,,t (s) - 16,U1(V) - 16,U2(V) - 16,,t (s) - 17,U1(V) - 17,U2(V) - 17,,t (s) - 18,U1(V) - 18,U2(V) - 18,,t (s) - 19,U1(V) - 19,U2(V) - 19,,t (s) - 20,U1(V) - 20,U2(V) - 20,,t (s) - 21,U1(V) - 21,U2(V) - 21,,t (s) - 22,U1(V) - 22,U2(V) - 22,,t (s) - 23,U1(V) - 23,U2(V) - 23,,t (s) - 24,U1(V) - 24,U2(V) - 24,,t (s) - 25,U1(V) - 25,U2(V) - 25
8.933333,-0.031489,-0.026252,,8.933333,0,-0.00525,,8.933333,0,-0.010501,,8.933333,0.115459,0.031502,,8.933333,-0.078722,-0.010501,,8.933333,-0.125956,-0.026252,,8.933333,-0.089219,-0.031502,,8.933333,0.120708,0.036753,,8.933333,0.188934,0,,8.933333,-0.25716,0,,8.933333,0.383116,0,,8.933333,-0.304393,-0.010501,,8.933333,0.330634,-0.021002,,8.933333,0.078722,-0.031502,,8.933333,0.215174,-0.021002,,8.933333,-0.020993,-0.015751,,8.933333,0.052482,-0.026252,,8.933333,-0.094467,0.036753,,8.933333,0.062978,-0.031502,,8.933333,0.026241,0.00525,,8.933333,-0.041985,0.015751,,8.933333,0.010496,0.00525,,8.933333,0.041985,-0.031502,,8.933333,0.041985,-0.026252,,8.933333,0.010496,-0.010501
8.94,-0.031489,-0.021002,,8.94,0.005248,-0.010501,,8.94,-0.005248,-0.015751,,8.94,0.115459,0.036753,,8.94,-0.073474,-0.00525,,8.94,-0.125956,-0.026252,,8.94,-0.094467,-0.031502,,8.94,0.125956,0.036753,,8.94,0.188934,0,,8.94,-0.251912,0,,8.94,0.377867,0,,8.94,-0.309641,-0.010501,,8.94,0.330634,-0.021002,,8.94,0.073474,-0.031502,,8.94,0.220423,-0.021002,,8.94,-0.026241,-0.015751,,8.94,0.047233,-0.026252,,8.94,-0.089219,0.036753,,8.94,0.05773,-0.026252,,8.94,0.026241,0.00525,,8.94,-0.052482,0.015751,,8.94,0.010496,0,,8.94,0.041985,-0.031502,,8.94,0.041985,-0.031502,,8.94,0.005248,-0.010501
8.946667,-0.031489,-0.026252,,8.946667,0,-0.00525,,8.946667,-0.005248,-0.015751,,8.946667,0.115459,0.031502,,8.946667,-0.068226,-0.010501,,8.946667,-0.125956,-0.026252,,8.946667,-0.099715,-0.036753,,8.946667,0.131204,0.031502,,8.946667,0.178437,0,,8.946667,-0.251912,0,,8.946667,0.377867,-0.00525,,8.946667,-0.314889,-0.010501,,8.946667,0.325386,-0.026252,,8.946667,0.062978,-0.031502,,8.946667,0.220423,-0.015751,,8.946667,-0.026241,-0.015751,,8.946667,0.047233,-0.026252,,8.946667,-0.089219,0.036753,,8.946667,0.052482,-0.026252,,8.946667,0.031489,0,,8.946667,-0.052482,0.015751,,8.946667,0.015744,0,,8.946667,0.041985,-0.031502,,8.946667,0.036737,-0.031502,,8.946667,0.010496,-0.010501
8.953333,-0.031489,-0.026252,,8.953333,0,-0.00525,,8.953333,-0.005248,-0.010501,,8.953333,0.120708,0.031502,,8.953333,-0.068226,-0.00525,,8.953333,-0.125956,-0.026252,,8.953333,-0.099715,-0.036753,,8.953333,0.131204,0.036753,,8.953333,0.178437,0,,8.953333,-0.246663,0.00525,,8.953333,0.377867,-0.00525,,8.953333,-0.314889,-0.00525,,8.953333,0.320138,-0.021002,,8.953333,0.05773,-0.031502,,8.953333,0.220423,-0.021002,,8.953333,-0.031489,-0.015751,,8.953333,0.041985,-0.021002,,8.953333,-0.083971,0.036753,,8.953333,0.052482,-0.031502,,8.953333,0.031489,0,,8.953333,-0.052482,0.015751,,8.953333,0.015744,0,,8.953333,0.041985,-0.031502,,8.953333,0.041985,-0.031502,,8.953333,0.005248,-0.015751
8.96,-0.036737,-0.026252,,8.96,0,-0.010501,,8.96,-0.010496,-0.010501,,8.96,0.115459,0.026252,,8.96,-0.068226,0,,8.96,-0.120708,-0.026252,,8.96,-0.099715,-0.036753,,8.96,0.136452,0.031502,,8.96,0.173189,0,,8.96,-0.246663,0.00525,,8.96,0.372619,-0.00525,,8.96,-0.314889,-0.010501,,8.96,0.320138,-0.021002,,8.96,0.052482,-0.031502,,8.96,0.220423,-0.021002,,8.96,-0.036737,-0.015751,,8.96,0.036737,-0.021002,,8.96,-0.089219,0.036753,,8.96,0.047233,-0.031502,,8.96,0.036737,0,,8.96,-0.052482,0.015751,,8.96,0.020993,0,,8.96,0.036737,-0.031502,,8.96,0.041985,-0.031502,,8.96,0.005248,-0.010501
8.966667,-0.036737,-0.026252,,8.966667,-0.005248,-0.010501,,8.966667,-0.010496,-0.015751,,8.966667,0.115459,0.031502,,8.966667,-0.062978,-0.00525,,8.966667,-0.120708,-0.021002,,8.966667,-0.104963,-0.036753,,8.966667,0.1417,0.036753,,8.966667,0.167941,-0.00525,,8.966667,-0.241415,0.00525,,8.966667,0.372619,-0.00525,,8.966667,-0.320138,-0.00525,,8.966667,0.314889,-0.026252,,8.966667,0.041985,-0.031502,,8.966667,0.225671,-0.021002,,8.966667,-0.036737,-0.010501,,8.966667,0.036737,-0.026252,,8.966667,-0.083971,0.031502,,8.966667,0.047233,-0.021002,,8.966667,0.036737,0,,8.966667,-0.052482,0.015751,,8.966667,0.020993,0,,8.966667,0.036737,-0.026252,,8.966667,0.041985,-0.031502,,8.966667,0.005248,-0.010501
8.973333,-0.036737,-0.026252,,8.973333,-0.005248,-0.010501,,8.973333,-0.015744,-0.015751,,8.973333,0.110211,0.031502,,8.973333,-0.062978,-0.00525,,8.973333,-0.120708,-0.026252,,8.973333,-0.104963,-0.036753,,8.973333,0.146948,0.036753,,8.973333,0.162693,0,,8.973333,-0.230919,0.00525,,8.973333,0.367371,-0.00525,,8.973333,-0.320138,-0.00525,,8.973333,0.309641,-0.026252,,8.973333,0.041985,-0.026252,,8.973333,0.225671,-0.021002,,8.973333,-0.041985,-0.010501,,8.973333,0.031489,-0.026252,,8.973333,-0.083971,0.036753,,8.973333,0.041985,-0.026252,,8.973333,0.036737,-0.00525,,8.973333,-0.052482,0.021002,,8.973333,0.026241,-0.00525,,8.973333,0.036737,-0.031502,,8.973333,0.047233,-0.031502,,8.973333,0.005248,-0.00525
8.98,-0.036737,-0.026252,,8.98,-0.005248,-0.010501,,8.98,-0.010496,-0.015751,,8.98,0.110211,0.031502,,8.98,-0.062978,-0.00525,,8.98,-0.120708,-0.026252,,8.98,-0.110211,-0.036753,,8.98,0.146948,0.036753,,8.98,0.162693,-0.00525,,8.98,-0.230919,0.00525,,8.98,0.367371,-0.00525,,8.98,-0.325386,-0.00525,,8.98,0.304393,-0.031502,,8.98,0.031489,-0.026252,,8.98,0.225671,-0.021002,,8.98,-0.047233,-0.010501,,8.98,0.026241,-0.021002,,8.98,-0.083971,0.031502,,8.98,0.041985,-0.026252,,8.98,0.041985,0,,8.98,-0.052482,0.021002,,8.98,0.026241,-0.00525,,8.98,0.036737,-0.026252,,8.98,0.047233,-0.031502,,8.98,0,-0.00525
8.986667,-0.036737,-0.026252,,8.986667,-0.005248,-0.010501,,8.986667,-0.015744,-0.015751,,8.986667,0.115459,0.031502,,8.986667,-0.05773,-0.00525,,8.986667,-0.115459,-0.021002,,8.986667,-0.110211,-0.036753,,8.986667,0.146948,0.036753,,8.986667,0.157445,-0.00525,,8.986667,-0.225671,0.010501,,8.986667,0.362123,-0.010501,,8.986667,-0.325386,-0.00525,,8.986667,0.299145,-0.026252,,8.986667,0.026241,-0.026252,,8.986667,0.225671,-0.021002,,8.986667,-0.052482,-0.010501,,8.986667,0.026241,-0.021002,,8.986667,-0.078722,0.031502,,8.986667,0.036737,-0.021002,,8.986667,0.041985,-0.00525,,8.986667,-0.05773,0.021002,,8.986667,0.026241,0,,8.986667,0.031489,-0.026252,,8.986667,0.047233,-0.031502,,8.986667,0,-0.00525
8.993333,-0.036737,-0.026252,,8.993333,-0.010496,-0.010501,,8.993333,-0.015744,-0.015751,,8.993333,0.110211,0.026252,,8.993333,-0.052482,0,,8.993333,-0.115459,-0.026252,,8.993333,-0.110211,-0.036753,,8.993333,0.152197,0.036753,,8.993333,0.146948,-0.00525,,8.993333,-0.220423,0.00525,,8.993333,0.362123,-0.010501,,8.993333,-0.330634,-0.00525,,8.993333,0.293897,-0.031502,,8.993333,0.020993,-0.026252,,8.993333,0.225671,-0.026252,,8.993333,-0.05773,-0.00525,,8.993333,0.020993,-0.021002,,8.993333,-0.078722,0.036753,,8.993333,0.036737,-0.021002,,8.993333,0.047233,-0.00525,,8.993333,-0.05773,0.021002,,8.993333,0.031489,-0.00525,,8.993333,0.031489,-0.026252,,8.993333,0.047233,-0.031502,,8.993333,0,-0.00525
9,-0.036737,-0.026252,,9,-0.010496,-0.010501,,9,-0.015744,-0.015751,,9,0.110211,0.031502,,9,-0.052482,0,,9,-0.110211,-0.021002,,9,-0.115459,-0.031502,,9,0.157445,0.036753,,9,0.146948,-0.010501,,9,-0.215174,0.010501,,9,0.356875,-0.010501,,9,-0.330634,-0.00525,,9,0.288649,-0.026252,,9,0.010496,-0.026252,,9,0.225671,-0.026252,,9,-0.05773,-0.00525,,9,0.015744,-0.015751,,9,-0.073474,0.036753,,9,0.036737,-0.021002,,9,0.047233,-0.00525,,9,-0.05773,0.021002,,9,0.031489,-0.010501,,9,0.031489,-0.021002,,9,0.047233,-0.031502,,9,-0.005248,-0.00525
9.006667,-0.036737,-0.026252,,9.006667,-0.010496,-0.015751,,9.006667,-0.015744,-0.015751,,9.006667,0.104963,0.031502,,9.006667,-0.052482,0,,9.006667,-0.115459,-0.021002,,9.006667,-0.115459,-0.036753,,9.006667,0.157445,0.036753,,9.006667,0.1417,-0.010501,,9.006667,-0.209926,0.010501,,9.006667,0.351627,-0.010501,,9.006667,-0.330634,-0.00525,,9.006667,0.283401,-0.026252,,9.006667,0.005248,-0.026252,,9.006667,0.225671,-0.026252,,9.006667,-0.062978,-0.00525,,9.006667,0.010496,-0.021002,,9.006667,-0.073474,0.031502,,9.006667,0.031489,-0.021002,,9.006667,0.052482,-0.00525,,9.006667,-0.05773,0.021002,,9.006667,0.031489,-0.00525,,9.006667,0.031489,-0.021002,,9.006667,0.047233,-0.031502,,9.006667,0,0
9.013333,-0.041985,-0.031502,,9.013333,-0.010496,-0.015751,,9.013333,-0.020993,-0.021002,,9.013333,0.110211,0.026252,,9.013333,-0.047233,0,,9.013333,-0.115459,-0.021002,,9.013333,-0.120708,-0.036753,,9.013333,0.162693,0.036753,,9.013333,0.136452,-0.010501,,9.013333,-0.204678,0.010501,,9.013333,0.351627,-0.015751,,9.013333,-0.330634,-0.00525,,9.013333,0.283401,-0.031502,,9.013333,0,-0.021002,,9.013333,0.225671,-0.026252,,9.013333,-0.062978,-0.00525,,9.013333,0.015744,-0.021002,,9.013333,-0.073474,0.031502,,9.013333,0.031489,-0.021002,,9.013333,0.052482,-0.010501,,9.013333,-0.062978,0.021002,,9.013333,0.036737,-0.010501,,9.013333,0.026241,-0.021002,,9.013333,0.047233,-0.036753,,9.013333,-0.005248,0
9.02,-0.041985,-0.031502,,9.02,-0.010496,-0.015751,,9.02,-0.020993,-0.015751,,9.02,0.104963,0.026252,,9.02,-0.047233,0,,9.02,-0.110211,-0.021002,,9.02,-0.120708,-0.036753,,9.02,0.162693,0.036753,,9.02,0.131204,-0.00525,,9.02,-0.19943,0.010501,,9.02,0.346378,-0.010501,,9.02,-0.330634,0,,9.02,0.278152,-0.031502,,9.02,-0.005248,-0.026252,,9.02,0.230919,-0.026252,,9.02,-0.073474,-0.00525,,9.02,0.005248,-0.015751,,9.02,-0.068226,0.031502,,9.02,0.026241,-0.021002,,9.02,0.052482,-0.010501,,9.02,-0.062978,0.021002,,9.02,0.036737,-0.010501,,9.02,0.026241,-0.021002,,9.02,0.047233,-0.036753,,9.02,-0.005248,0
9.026667,-0.041985,-0.031502,,9.026667,-0.015744,-0.015751,,9.026667,-0.020993,-0.021002,,9.026667,0.110211,0.026252,,9.026667,-0.041985,0,,9.026667,-0.110211,-0.015751,,9.026667,-0.120708,-0.036753,,9.026667,0.162693,0.036753,,9.026667,0.125956,-0.010501,,9.026667,-0.194182,0.010501,,9.026667,0.34113,-0.010501,,9.026667,-0.330634,0,,9.026667,0.267656,-0.031502,,9.026667,-0.010496,-0.021002,,9.026667,0.225671,-0.026252,,9.026667,-0.073474,-0.00525,,9.026667,0.005248,-0.015751,,9.026667,-0.062978,0.031502,,9.026667,0.020993,-0.021002,,9.026667,0.05773,-0.010501,,9.026667,-0.062978,0.021002,,9.026667,0.036737,-0.010501,,9.026667,0.026241,-0.021002,,9.026667,0.047233,-0.036753,,9.026667,-0.005248,0.00525
9.033333,-0.041985,-0.031502,,9.033333,-0.015744,-0.015751,,9.033333,-0.020993,-0.015751,,9.033333,0.110211,0.026252,,9.033333,-0.041985,0,,9.033333,-0.104963,-0.021002,,9.033333,-0.125956,-0.036753,,9.033333,0.173189,0.036753,,9.033333,0.120708,0,,9.033333,-0.188934,0.010501,,9.033333,0.335882,-0.015751,,9.033333,-0.335882,0,,9.033333,0.262408,-0.031502,,9.033333,-0.020993,-0.021002,,9.033333,0.225671,-0.026252,,9.033333,-0.078722,0,,9.033333,0,-0.015751,,9.033333,-0.062978,0.026252,,9.033333,0.020993,-0.015751,,9.033333,0.05773,-0.010501,,9.033333,-0.062978,0.026252,,9.033333,0.041985,-0.010501,,9.033333,0.026241,-0.021002,,9.033333,0.047233,-0.036753,,9.033333,-0.005248,0
9.04,-0.041985,-0.031502,,9.04,-0.015744,-0.015751,,9.04,-0.020993,-0.021002,,9.04,0.104963,0.026252,,9.04,-0.036737,0.00525,,9.04,-0.104963,-0.015751,,9.04,-0.125956,-0.036753,,9.04,0.173189,0.036753,,9.04,0.115459,-0.010501,,9.04,-0.183686,0.010501,,9.04,0.330634,-0.010501,,9.04,-0.335882,0,,9.04,0.25716,-0.031502,,9.04,-0.031489,-0.021002,,9.04,0.225671,-0.031502,,9.04,-0.083971,0,,9.04,-0.005248,-0.015751,,9.04,-0.05773,0.026252,,9.04,0.015744,-0.021002,,9.04,0.05773,-0.010501,,9.04,-0.068226,0.026252,,9.04,0.041985,-0.010501,,9.04,0.020993,-0.021002,,9.04,0.047233,-0.031502,,9.04,-0.010496,0.00525
9.046667,-0.041985,-0.031502,,9.046667,-0.015744,-0.015751,,9.046667,-0.026241,-0.021002,,9.046667,0.099715,0.026252,,9.046667,-0.036737,0.00525,,9.046667,-0.104963,-0.015751,,9.046667,-0.131204,-0.036753,,9.046667,0.178437,0.036753,,9.046667,0.115459,-0.015751,,9.046667,-0.178437,0.010501,,9.046667,0.330634,-0.015751,,9.046667,-0.335882,0.00525,,9.046667,0.251912,-0.031502,,9.046667,-0.031489,-0.021002,,9.046667,0.225671,-0.026252,,9.046667,-0.083971,0,,9.046667,-0.010496,-0.010501,,9.046667,-0.05773,0.026252,,9.046667,0.010496,-0.010501,,9.046667,0.062978,-0.015751,,9.046667,-0.068226,0.026252,,9.046667,0.041985,-0.010501,,9.046667,0.020993,-0.021002,,9.046667,0.047233,-0.036753,,9.046667,-0.010496,0.00525
9.053333,-0.041985,-0.026252,,9.053333,-0.015744,-0.021002,,9.053333,-0.031489,-0.021002,,9.053333,0.104963,0.021002,,9.053333,-0.031489,0,,9.053333,-0.104963,-0.015751,,9.053333,-0.131204,-0.036753,,9.053333,0.178437,0.036753,,9.053333,0.104963,-0.015751,,9.053333,-0.173189,0.015751,,9.053333,0.325386,-0.015751,,9.053333,-0.335882,0.00525,,9.053333,0.246663,-0.026252,,9.053333,-0.036737,-0.021002,,9.053333,0.225671,-0.031502,,9.053333,-0.083971,0,,9.053333,-0.010496,-0.015751,,9.053333,-0.052482,0.031502,,9.053333,0.010496,-0.015751,,9.053333,0.062978,-0.015751,,9.053333,-0.068226,0.026252,,9.053333,0.047233,-0.010501,,9.053333,0.020993,-0.021002,,9.053333,0.047233,-0.036753,,9.053333,-0.010496,0.010501
9.06,-0.047233,-0.031502,,9.06,-0.020993,-0.015751,,9.06,-0.031489,-0.021002,,9.06,0.104963,0.021002,,9.06,-0.031489,0.00525,,9.06,-0.099715,-0.015751,,9.06,-0.136452,-0.036753,,9.06,0.183686,0.036753,,9.06,0.099715,-0.015751,,9.06,-0.167941,0.015751,,9.06,0.320138,-0.015751,,9.06,-0.34113,0.00525,,9.06,0.241415,-0.031502,,9.06,-0.047233,-0.021002,,9.06,0.225671,-0.026252,,9.06,-0.094467,0,,9.06,-0.015744,-0.010501,,9.06,-0.052482,0.031502,,9.06,0.005248,-0.010501,,9.06,0.062978,-0.015751,,9.06,-0.068226,0.031502,,9.06,0.047233,-0.010501,,9.06,0.015744,-0.015751,,9.06,0.047233,-0.036753,,9.06,-0.010496,0.00525
9.066667,-0.041985,-0.031502,,9.066667,-0.020993,-0.015751,,9.066667,-0.031489,-0.021002,,9.066667,0.099715,0.021002,,9.066667,-0.031489,0.00525,,9.066667,-0.099715,-0.015751,,9.066667,-0.136452,-0.036753,,9.066667,0.183686,0.036753,,9.066667,0.099715,-0.010501,,9.066667,-0.162693,0.015751,,9.066667,0.314889,-0.015751,,9.066667,-0.335882,0.00525,,9.066667,0.230919,-0.031502,,9.066667,-0.052482,-0.021002,,9.066667,0.225671,-0.031502,,9.066667,-0.094467,0.00525,,9.066667,-0.020993,-0.010501,,9.066667,-0.052482,0.026252,,9.066667,0.005248,-0.010501,,9.066667,0.068226,-0.015751,,9.066667,-0.073474,0.026252,,9.066667,0.047233,-0.021002,,9.066667,0.015744,-0.015751,,9.066667,0.047233,-0.036753,,9.066667,-0.015744,0.010501
9.073333,-0.041985,-0.031502,,9.073333,-0.020993,-0.021002,,9.073333,-0.031489,-0.026252,,9.073333,0.099715,0.026252,,9.073333,-0.026241,0.00525,,9.073333,-0.094467,-0.015751,,9.073333,-0.136452,-0.036753,,9.073333,0.183686,0.036753,,9.073333,0.089219,-0.015751,,9.073333,-0.157445,0.015751,,9.073333,0.309641,-0.015751,,9.073333,-0.335882,0.00525,,9.073333,0.225671,-0.031502,,9.073333,-0.05773,-0.021002,,9.073333,0.225671,-0.031502,,9.073333,-0.094467,0.00525,,9.073333,-0.026241,-0.00525,,9.073333,-0.047233,0.026252,,9.073333,0.005248,-0.010501,,9.073333,0.073474,-0.021002,,9.073333,-0.068226,0.031502,,9.073333,0.047233,-0.021002,,9.073333,0.010496,-0.010501,,9.073333,0.047233,-0.036753,,9.073333,-0.015744,0.010501
9.08,-0.047233,-0.026252,,9.08,-0.020993,-0.015751,,9.08,-0.036737,-0.026252,,9.08,0.099715,0.021002,,9.08,-0.026241,0.00525,,9.08,-0.094467,-0.015751,,9.08,-0.136452,-0.036753,,9.08,0.188934,0.036753,,9.08,0.089219,-0.015751,,9.08,-0.152197,0.015751,,9.08,0.304393,-0.015751,,9.08,-0.335882,0.010501,,9.08,0.220423,-0.031502,,9.08,-0.062978,-0.021002,,9.08,0.220423,-0.031502,,9.08,-0.104963,0.00525,,9.08,-0.026241,-0.010501,,9.08,-0.041985,0.031502,,9.08,0,-0.015751,,9.08,0.073474,-0.015751,,9.08,-0.073474,0.031502,,9.08,0.052482,-0.015751,,9.08,0.010496,-0.015751,,9.08,0.041985,-0.036753,,9.08,-0.020993,0.010501
9.086667,-0.047233,-0.031502,,9.086667,-0.020993,-0.021002,,9.086667,-0.036737,-0.021002,,9.086667,0.094467,0.021002,,9.086667,-0.020993,0.00525,,9.086667,-0.094467,-0.010501,,9.086667,-0.136452,-0.036753,,9.086667,0.188934,0.036753,,9.086667,0.083971,-0.015751,,9.086667,-0.146948,0.021002,,9.086667,0.293897,-0.015751,,9.086667,-0.335882,0.00525,,9.086667,0.215174,-0.031502,,9.086667,-0.068226,-0.015751,,9.086667,0.220423,-0.031502,,9.086667,-0.104963,0.00525,,9.086667,-0.031489,-0.010501,,9.086667,-0.047233,0.026252,,9.086667,-0.005248,-0.010501,,9.086667,0.073474,-0.021002,,9.086667,-0.073474,0.031502,,9.086667,0.052482,-0.021002,,9.086667,0.010496,-0.015751,,9.086667,0.047233,-0.036753,,9.086667,-0.015744,0.010501
9.093333,-0.047233,-0.031502,,9.093333,-0.020993,-0.021002,,9.093333,-0.036737,-0.021002,,9.093333,0.094467,0.021002,,9.093333,-0.015744,0.00525,,9.093333,-0.089219,-0.015751,,9.093333,-0.1417,-0.036753,,9.093333,0.188934,0.036753,,9.093333,0.078722,-0.015751,,9.093333,-0.136452,0.021002,,9.093333,0.293897,-0.015751,,9.093333,-0.330634,0.010501,,9.093333,0.204678,-0.031502,,9.093333,-0.073474,-0.021002,,9.093333,0.220423,-0.031502,,9.093333,-0.110211,0.00525,,9.093333,-0.031489,-0.00525,,9.093333,-0.036737,0.026252,,9.093333,-0.010496,-0.010501,,9.093333,0.073474,-0.021002,,9.093333,-0.073474,0.031502,,9.093333,0.052482,-0.015751,,9.093333,0.005248,-0.010501,,9.093333,0.047233,-0.036753,,9.093333,-0.015744,0.015751
9.1,-0.047233,-0.036753,,9.1,-0.026241,-0.021002,,9.1,-0.036737,-0.021002,,9.1,0.094467,0.021002,,9.1,-0.020993,0.010501,,9.1,-0.089219,-0.010501,,9.1,-0.1417,-0.042003,,9.1,0.194182,0.036753,,9.1,0.068226,-0.015751,,9.1,-0.131204,0.021002,,9.1,0.283401,-0.021002,,9.1,-0.335882,0.00525,,9.1,0.19943,-0.031502,,9.1,-0.078722,-0.015751,,9.1,0.220423,-0.031502,,9.1,-0.110211,0.00525,,9.1,-0.036737,-0.00525,,9.1,-0.031489,0.021002,,9.1,-0.010496,-0.010501,,9.1,0.078722,-0.021002,,9.1,-0.068226,0.031502,,9.1,0.05773,-0.021002,,9.1,0.005248,-0.010501,,9.1,0.041985,-0.036753,,9.1,-0.020993,0.015751
9.106667,-0.047233,-0.031502,,9.106667,-0.026241,-0.021002,,9.106667,-0.041985,-0.021002,,9.106667,0.094467,0.021002,,9.106667,-0.015744,0.00525,,9.106667,-0.089219,-0.010501,,9.106667,-0.1417,-0.036753,,9.106667,0.194182,0.036753,,9.106667,0.062978,-0.021002,,9.106667,-0.120708,0.021002,,9.106667,0.278152,-0.021002,,9.106667,-0.330634,0.010501,,9.106667,0.194182,-0.036753,,9.106667,-0.089219,-0.015751,,9.106667,0.220423,-0.036753,,9.106667,-0.115459,0.00525,,9.106667,-0.041985,-0.00525,,9.106667,-0.031489,0.026252,,9.106667,-0.010496,-0.010501,,9.106667,0.078722,-0.021002,,9.106667,-0.073474,0.031502,,9.106667,0.05773,-0.021002,,9.106667,0.005248,-0.010501,,9.106667,0.041985,-0.036753,,9.106667,-0.020993,0.015751
9.113333,-0.047233,-0.031502,,9.113333,-0.031489,-0.021002,,9.113333,-0.041985,-0.026252,,9.113333,0.089219,0.015751,,9.113333,-0.010496,0.010501,,9.113333,-0.083971,-0.010501,,9.113333,-0.146948,-0.036753,,9.113333,0.194182,0.036753,,9.113333,0.05773,-0.015751,,9.113333,-0.120708,0.021002,,9.113333,0.272904,-0.021002,,9.113333,-0.330634,0.010501,,9.113333,0.183686,-0.036753,,9.113333,-0.089219,-0.015751,,9.113333,0.215174,-0.031502,,9.113333,-0.115459,0.010501,,9.113333,-0.047233,-0.00525,,9.113333,-0.031489,0.026252,,9.113333,-0.015744,-0.00525,,9.113333,0.083971,-0.021002,,9.113333,-0.073474,0.031502,,9.113333,0.05773,-0.026252,,9.113333,0,-0.00525,,9.113333,0.041985,-0.036753,,9.113333,-0.020993,0.021002
9.12,-0.047233,-0.031502,,9.12,-0.026241,-0.021002,,9.12,-0.047233,-0.026252,,9.12,0.094467,0.015751,,9.12,-0.010496,0.010501,,9.12,-0.083971,-0.010501,,9.12,-0.1417,-0.036753,,9.12,0.194182,0.036753,,9.12,0.05773,-0.021002,,9.12,-0.115459,0.021002,,9.12,0.267656,-0.021002,,9.12,-0.330634,0.010501,,9.12,0.178437,-0.036753,,9.12,-0.099715,-0.015751,,9.12,0.215174,-0.031502,,9.12,-0.110211,0.010501,,9.12,-0.047233,-0.00525,,9.12,-0.026241,0.021002,,9.12,-0.020993,-0.00525,,9.12,0.083971,-0.021002,,9.12,-0.073474,0.031502,,9.12,0.062978,-0.021002,,9.12,0,-0.00525,,9.12,0.041985,-0.031502,,9.12,-0.020993,0.021002
9.126667,-0.047233,-0.031502,,9.126667,-0.031489,-0.021002,,9.126667,-0.041985,-0.021002,,9.126667,0.089219,0.021002,,9.126667,-0.005248,0.010501,,9.126667,-0.078722,-0.010501,,9.126667,-0.146948,-0.036753,,9.126667,0.19943,0.036753,,9.126667,0.047233,-0.021002,,9.126667,-0.104963,0.026252,,9.126667,0.25716,-0.026252,,9.126667,-0.330634,0.010501,,9.126667,0.173189,-0.036753,,9.126667,-0.104963,-0.015751,,9.126667,0.209926,-0.031502,,9.126667,-0.120708,0.010501,,9.126667,-0.052482,0,,9.126667,-0.020993,0.021002,,9.126667,-0.020993,-0.00525,,9.126667,0.083971,-0.026252,,9.126667,-0.078722,0.031502,,9.126667,0.05773,-0.021002,,9.126667,-0.005248,-0.00525,,9.126667,0.041985,-0.036753,,9.126667,-0.015744,0.021002
9.133333,-0.047233,-0.036753,,9.133333,-0.031489,-0.021002,,9.133333,-0.047233,-0.026252,,9.133333,0.089219,0.015751,,9.133333,-0.005248,0.010501,,9.133333,-0.078722,-0.010501,,9.133333,-0.146948,-0.036753,,9.133333,0.19943,0.036753,,9.133333,0.041985,-0.021002,,9.133333,-0.099715,0.021002,,9.133333,0.251912,-0.021002,,9.133333,-0.325386,0.010501,,9.133333,0.162693,-0.031502,,9.133333,-0.104963,-0.015751,,9.133333,0.209926,-0.031502,,9.133333,-0.125956,0.00525,,9.133333,-0.052482,-0.00525,,9.133333,-0.020993,0.021002,,9.133333,-0.026241,-0.00525,,9.133333,0.083971,-0.026252,,9.133333,-0.073474,0.031502,,9.133333,0.062978,-0.021002,,9.133333,-0.005248,-0.00525,,9.133333,0.041985,-0.031502,,9.133333,-0.020993,0.026252
9.14,-0.052482,-0.036753,,9.14,-0.031489,-0.021002,,9.14,-0.047233,-0.031502,,9.14,0.089219,0.015751,,9.14,0.005248,0.010501,,9.14,-0.078722,-0.010501,,9.14,-0.146948,-0.036753,,9.14,0.19943,0.036753,,9.14,0.041985,-0.021002,,9.14,-0.089219,0.026252,,9.14,0.246663,-0.026252,,9.14,-0.325386,0.015751,,9.14,0.157445,-0.031502,,9.14,-0.115459,-0.015751,,9.14,0.209926,-0.031502,,9.14,-0.125956,0.010501,,9.14,-0.05773,0,,9.14,-0.015744,0.021002,,9.14,-0.026241,-0.00525,,9.14,0.083971,-0.026252,,9.14,-0.073474,0.036753,,9.14,0.062978,-0.026252,,9.14,-0.005248,-0.00525,,9.14,0.047233,-0.031502,,9.14,-0.026241,0.026252
