t (s) - 400mA,U1(V) - 400mA,U2(V) - 400mA,,t (s) - 500mA,U1(V) - 500mA,U2(V) - 500mA,,t (s) - 600mA,U1(V) - 600mA,U2(V) - 600mA,,t (s) - 700mA,U1(V) - 700mA,U2(V) - 700mA,,t (s) - 800mA,U1(V) - 800mA,U2(V) - 800mA,,t (s) - 900mA,U1(V) - 900mA,U2(V) - 900mA,,t (s) - 1000mA,U1(V) - 1000mA,U2(V) - 1000mA,,t (s) - 1100mA,U1(V) -  1100mA,U2(V) -  1100mA,,t (s) - 1200mA,U1(V) - 1200mA,U2(V) - 1200mA
14.253333,0.052482,0,,14.253333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.26,0.052482,0,,14.26,0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.266667,0.052482,0,,14.266667,0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.273333,0.052482,0,,14.273333,0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.28,0.047233,0,,14.28,0.005248,0.00525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.286667,0.047233,0,,14.286667,0.005248,0.00525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.293333,0.047233,0,,14.293333,0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.3,0.047233,0,,14.3,0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.306667,0.047233,0,,14.306667,0.005248,0.00525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.313333,0.047233,0,,14.313333,0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.32,0.041985,0,,14.32,0,0.00525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.326667,0.041985,0,,14.326667,0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.333333,0.041985,0,,14.333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.34,0.041985,0.00525,,14.34,0,0.00525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.346667,0.036737,0,,14.346667,0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.353333,0.036737,0,,14.353333,0,0.00525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.36,0.036737,0,,14.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.366667,0.031489,0,,14.366667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.373333,0.036737,0,,14.373333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.38,0.036737,0,,14.38,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.386667,0.031489,0,,14.386667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.393333,0.031489,0,,14.393333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.4,0.026241,0,,14.4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.406667,0.026241,0,,14.406667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.413333,0.026241,0,,14.413333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.42,0.020993,0,,14.42,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.426667,0.026241,0,,14.426667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.433333,0.020993,0,,14.433333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.44,0.020993,0,,14.44,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.446667,0.020993,0,,14.446667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.453333,0.015744,0,,14.453333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.46,0.020993,0,,14.46,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.466667,0.015744,0,,14.466667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.473333,0.015744,0,,14.473333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.48,0.015744,0,,14.48,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.486667,0.010496,0.00525,,14.486667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.493333,0.010496,0,,14.493333,-0.005248,0.00525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.5,0.010496,0,,14.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.506667,0.005248,0,,14.506667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.513333,0.010496,0,,14.513333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.52,0.005248,0,,14.52,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.526667,0,0,,14.526667,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.533333,0,0.00525,,14.533333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.54,0,0,,14.54,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.546667,-0.005248,0,,14.546667,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.553333,0,0,,14.553333,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.56,-0.005248,0,,14.56,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.566667,-0.005248,0,,14.566667,-0.005248,0.00525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.573333,-0.005248,0,,14.573333,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.58,-0.010496,0,,14.58,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.586667,-0.010496,0,,14.586667,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.593333,-0.010496,0,,14.593333,-0.005248,-0.00525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.6,-0.010496,0,,14.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.606667,-0.015744,0,,14.606667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.613333,-0.015744,0,,14.613333,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.62,-0.015744,0,,14.62,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.626667,-0.020993,0,,14.626667,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.633333,-0.015744,0,,14.633333,-0.005248,0.00525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.64,-0.015744,0,,14.64,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.646667,-0.020993,0,,14.646667,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.653333,-0.020993,0,,14.653333,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.66,-0.026241,0,,14.66,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.666667,-0.026241,0,,14.666667,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.673333,-0.026241,0,,14.673333,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.68,-0.026241,0,,14.68,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.686667,-0.026241,0,,14.686667,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.693333,-0.031489,0,,14.693333,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.7,-0.031489,0,,14.7,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.706667,-0.031489,0,,14.706667,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.713333,-0.031489,0,,14.713333,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.72,-0.036737,0,,14.72,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.726667,-0.036737,0,,14.726667,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.733333,-0.036737,0,,14.733333,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.74,-0.036737,0,,14.74,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.746667,-0.036737,0,,14.746667,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.753333,-0.036737,0,,14.753333,-0.005248,0.00525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.76,-0.041985,0,,14.76,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.766667,-0.041985,0,,14.766667,-0.005248,0.00525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.773333,-0.041985,0,,14.773333,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.78,-0.041985,0,,14.78,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.786667,-0.041985,0,,14.786667,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.793333,-0.041985,0,,14.793333,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.8,-0.041985,0,,14.8,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.806667,-0.047233,0,,14.806667,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.813333,-0.047233,0.00525,,14.813333,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.82,-0.041985,0,,14.82,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.826667,-0.047233,0,,14.826667,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.833333,-0.047233,-0.00525,,14.833333,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.84,-0.052482,0,,14.84,-0.010496,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.846667,-0.052482,0,,14.846667,-0.010496,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.853333,-0.052482,0,,14.853333,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.86,-0.052482,0,,14.86,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.866667,-0.052482,0,,14.866667,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.873333,-0.052482,0,,14.873333,-0.010496,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.88,-0.052482,0,,14.88,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.886667,-0.052482,0,,14.886667,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.893333,-0.052482,-0.00525,,14.893333,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.9,-0.052482,0,,14.9,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.906667,-0.05773,0,,14.906667,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.913333,-0.052482,0,,14.913333,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.92,-0.05773,0,,14.92,-0.005248,0.00525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.926667,-0.05773,0,,14.926667,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.933333,-0.05773,0,,14.933333,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.94,-0.05773,0.00525,,14.94,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.946667,-0.05773,0,,14.946667,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.953333,-0.05773,0,,14.953333,-0.010496,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.96,-0.05773,0,,14.96,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.966667,-0.052482,0,,14.966667,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.973333,-0.05773,0,,14.973333,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.98,-0.052482,0.00525,,14.98,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.986667,-0.05773,0,,14.986667,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.993333,-0.05773,0,,14.993333,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,-0.052482,0,,15,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.006667,-0.05773,0,,15.006667,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.013333,-0.05773,0,,15.013333,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.02,-0.05773,0,,15.02,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.026667,-0.05773,0,,15.026667,-0.005248,0.00525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.033333,-0.05773,0,,15.033333,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.04,-0.05773,0,,15.04,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.046667,-0.052482,0,,15.046667,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.053333,-0.05773,0,,15.053333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.06,-0.052482,0,,15.06,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.066667,-0.05773,0,,15.066667,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.073333,-0.05773,0,,15.073333,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.08,-0.052482,0,,15.08,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.086667,-0.052482,0,,15.086667,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.093333,-0.047233,0,,15.093333,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.1,-0.052482,0,,15.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.106667,-0.052482,0,,15.106667,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.113333,-0.052482,0,,15.113333,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.12,-0.047233,0,,15.12,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.126667,-0.047233,0,,15.126667,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.133333,-0.047233,0,,15.133333,-0.005248,0.00525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.14,-0.052482,0,,15.14,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.146667,-0.047233,0,,15.146667,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.153333,-0.052482,0,,15.153333,0,0.00525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.16,-0.047233,0,,15.16,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.166667,-0.047233,0,,15.166667,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.173333,-0.047233,0,,15.173333,0,0.00525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.18,-0.047233,0,,15.18,-0.005248,0.00525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.186667,-0.041985,0,,15.186667,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.193333,-0.041985,0,,15.193333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.2,-0.041985,0,,15.2,0,-0.00525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.206667,-0.041985,0,,15.206667,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.213333,-0.041985,0,,15.213333,-0.005248,0.00525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.22,-0.041985,0,,15.22,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.226667,-0.041985,0,,15.226667,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.233333,-0.041985,0,,15.233333,-0.005248,0.00525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.24,-0.036737,0.00525,,15.24,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.246667,-0.036737,0,,15.246667,0,0.00525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.253333,-0.036737,0,,15.253333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.26,-0.036737,0,,15.26,-0.005248,0.00525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.266667,-0.036737,0.00525,,15.266667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.273333,-0.031489,0,,15.273333,-0.005248,0.00525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.28,-0.031489,0,,15.28,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.286667,-0.031489,0,,15.286667,0,0.00525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.293333,-0.031489,-0.00525,,15.293333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.3,-0.026241,0,,15.3,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.306667,-0.031489,0,,15.306667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.313333,-0.026241,0,,15.313333,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.32,-0.026241,0,,15.32,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.326667,-0.026241,0,,15.326667,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.333333,-0.026241,0,,15.333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.34,-0.020993,0,,15.34,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.346667,-0.020993,0,,15.346667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.353333,-0.010496,0,,15.353333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.36,-0.020993,0,,15.36,0,0.00525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.366667,-0.020993,0,,15.366667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.373333,-0.015744,0,,15.373333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.38,-0.015744,0,,15.38,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.386667,-0.015744,0,,15.386667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.393333,-0.015744,0,,15.393333,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.4,-0.015744,0,,15.4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.406667,-0.010496,0,,15.406667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.413333,-0.010496,0,,15.413333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.42,-0.010496,0,,15.42,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.426667,-0.010496,0,,15.426667,0,0.00525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.433333,-0.010496,0,,15.433333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.44,-0.010496,0,,15.44,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.446667,-0.005248,0,,15.446667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.453333,0,0,,15.453333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.46,0,0,,15.46,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.466667,0,0,,15.466667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.473333,0,0,,15.473333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.48,0,0,,15.48,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.486667,0.005248,0.00525,,15.486667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.493333,0,0,,15.493333,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.5,0.005248,0,,15.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.506667,0.005248,0,,15.506667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.513333,0.005248,0,,15.513333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.52,0.005248,0,,15.52,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.526667,0.010496,0,,15.526667,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.533333,0.010496,0.00525,,15.533333,0,0.00525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.54,0.010496,0,,15.54,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.546667,0.010496,0,,15.546667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.553333,0.015744,0,,15.553333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.56,0.010496,0,,15.56,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.566667,0.015744,0,,15.566667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.573333,0.015744,0.00525,,15.573333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.58,0.015744,0,,15.58,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.586667,0.015744,0,,15.586667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.593333,0.015744,0,,15.593333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.6,0.020993,0,,15.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.606667,0.015744,0,,15.606667,0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.613333,0.020993,0,,15.613333,0,0.00525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.62,0.020993,0,,15.62,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.626667,0.026241,0,,15.626667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.633333,0.026241,0,,15.633333,0,0.00525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.64,0.026241,0,,15.64,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.646667,0.026241,0,,15.646667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.653333,0.026241,0,,15.653333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.66,0.026241,0,,15.66,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.666667,0.026241,0,,15.666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.673333,0.031489,0,,15.673333,0,-0.00525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.68,0.031489,0,,15.68,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.686667,0.031489,0,,15.686667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.693333,0.031489,0,,15.693333,0,0.00525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.7,0.026241,0,,15.7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.706667,0.031489,0,,15.706667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.713333,0.031489,0,,15.713333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.72,0.036737,0,,15.72,0,0.00525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.726667,0.031489,0,,15.726667,0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.733333,0.031489,0,,15.733333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.74,0.031489,0,,15.74,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.746667,0.036737,0,,15.746667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.753333,0.036737,0,,15.753333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.76,0.036737,0,,15.76,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.766667,0.036737,0,,15.766667,0,-0.00525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.773333,0.036737,0.00525,,15.773333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.78,0.036737,0,,15.78,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.786667,0.036737,0,,15.786667,0,0.00525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.793333,0.036737,0,,15.793333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.8,0.036737,0,,15.8,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.806667,0.041985,0,,15.806667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.813333,0.041985,0,,15.813333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.82,0.036737,0,,15.82,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.826667,0.036737,0,,15.826667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.833333,0.041985,0,,15.833333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.84,0.041985,0,,15.84,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.846667,0.036737,0,,15.846667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.853333,0.041985,0,,15.853333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.86,0.041985,0,,15.86,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.866667,0.041985,0,,15.866667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.873333,0.041985,0,,15.873333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.88,0.041985,0,,15.88,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.886667,0.041985,0,,15.886667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.893333,0.041985,0.00525,,15.893333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.9,0.041985,0,,15.9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.906667,0.041985,0,,15.906667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.913333,0.041985,0,,15.913333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.92,0.041985,0,,15.92,0,0.00525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.926667,0.041985,0,,15.926667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.933333,0.041985,0,,15.933333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.94,0.041985,0,,15.94,0,0.00525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.946667,0.041985,-0.00525,,15.946667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.953333,0.036737,0,,15.953333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.96,0.041985,0,,15.96,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.966667,0.036737,0,,15.966667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.973333,0.041985,0,,15.973333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.98,0.041985,0,,15.98,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.986667,0.041985,0,,15.986667,0,0.00525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.993333,0.041985,0,,15.993333,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
