t (s) - 400mA,U1(V) - 400mA,U2(V) - 400mA,,t (s) - 500mA,U1(V) - 500mA,U2(V) - 500mA,,t (s) - 600mA,U1(V) - 600mA,U2(V) - 600mA,,t (s) - 700mA,U1(V) - 700mA,U2(V) - 700mA,,t (s) - 800mA,U1(V) - 800mA,U2(V) - 800mA,,t (s) - 900mA,U1(V) - 900mA,U2(V) - 900mA,,t (s) - 1000mA,U1(V) - 1000mA,U2(V) - 1000mA,,t (s) - 1100mA,U1(V) -  1100mA,U2(V) -  1100mA,,t (s) - 1200mA,U1(V) - 1200mA,U2(V) - 1200mA
16,0.036737,0.00525,,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.006667,0.041985,0,,16.006667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.013333,0.036737,0,,16.013333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.02,0.041985,0,,16.02,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.026667,0.036737,0,,16.026667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.033333,0.036737,0,,16.033333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.04,0.036737,0,,16.04,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.046667,0.036737,0,,16.046667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.053333,0.036737,0,,16.053333,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.06,0.036737,0,,16.06,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.066667,0.036737,0,,16.066667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.073333,0.036737,0,,16.073333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.08,0.036737,0,,16.08,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.086667,0.031489,0,,16.086667,0,0.00525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.093333,0.031489,0,,16.093333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.1,0.031489,0,,16.1,0,0.00525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.106667,0.031489,0,,16.106667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.113333,0.031489,0,,16.113333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.12,0.031489,0,,16.12,-0.005248,0.00525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.126667,0.031489,0,,16.126667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.133333,0.031489,0,,16.133333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.14,0.031489,0,,16.14,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.146667,0.026241,0,,16.146667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.153333,0.026241,0,,16.153333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.16,0.026241,0,,16.16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.166667,0.031489,0,,16.166667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.173333,0.026241,0,,16.173333,0,0.00525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.18,0.026241,0,,16.18,0,0.00525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.186667,0.026241,0,,16.186667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.193333,0.020993,0,,16.193333,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.2,0.026241,0,,16.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.206667,0.020993,0,,16.206667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.213333,0.020993,0.00525,,16.213333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.22,0.020993,-0.00525,,16.22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.226667,0.020993,0,,16.226667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.233333,0.020993,0,,16.233333,0,0.00525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.24,0.015744,0,,16.24,0,0.00525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.246667,0.020993,0,,16.246667,-0.005248,0.00525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.253333,0.020993,0,,16.253333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.26,0.015744,0,,16.26,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.266667,0.015744,0,,16.266667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.273333,0.015744,0,,16.273333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.28,0.015744,0,,16.28,0,0.00525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.286667,0.010496,0,,16.286667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.293333,0.010496,0,,16.293333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.3,0.010496,0,,16.3,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.306667,0.010496,0.00525,,16.306667,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.313333,0.010496,0,,16.313333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.32,0.010496,0,,16.32,0,0.00525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.326667,0.010496,0,,16.326667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.333333,0.010496,0,,16.333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.34,0.005248,0,,16.34,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.346667,0.005248,0,,16.346667,-0.005248,0.00525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.353333,0.005248,0,,16.353333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.36,0.005248,0,,16.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.366667,0,0,,16.366667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.373333,0,0,,16.373333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.38,0,0,,16.38,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.386667,0,0,,16.386667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.393333,-0.005248,0,,16.393333,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.4,0,0.00525,,16.4,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.406667,0,0,,16.406667,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.413333,0,0,,16.413333,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.42,0,0,,16.42,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.426667,-0.005248,0.00525,,16.426667,0,0.00525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.433333,-0.005248,0,,16.433333,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.44,-0.005248,0,,16.44,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.446667,-0.010496,0,,16.446667,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.453333,-0.010496,0,,16.453333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.46,-0.005248,0,,16.46,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.466667,-0.010496,0,,16.466667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.473333,-0.010496,0,,16.473333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.48,-0.010496,0,,16.48,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.486667,-0.010496,0,,16.486667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.493333,-0.010496,0,,16.493333,-0.005248,0.00525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.5,-0.015744,0,,16.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.506667,-0.015744,0,,16.506667,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.513333,-0.015744,0,,16.513333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.52,-0.015744,0,,16.52,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.526667,-0.015744,0,,16.526667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.533333,-0.015744,0,,16.533333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.54,-0.020993,0.00525,,16.54,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.546667,-0.020993,0,,16.546667,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.553333,-0.020993,0,,16.553333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.56,-0.020993,0,,16.56,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.566667,-0.020993,0,,16.566667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.573333,-0.020993,0.00525,,16.573333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.58,-0.026241,0.00525,,16.58,0,0.00525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.586667,-0.020993,0,,16.586667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.593333,-0.020993,0,,16.593333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.6,-0.020993,0,,16.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.606667,-0.026241,0,,16.606667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.613333,-0.026241,0,,16.613333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.62,-0.026241,0,,16.62,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.626667,-0.026241,0,,16.626667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.633333,-0.026241,0,,16.633333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.64,-0.026241,0,,16.64,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.646667,-0.026241,0,,16.646667,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.653333,-0.026241,0,,16.653333,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.66,-0.031489,0,,16.66,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.666667,-0.031489,0,,16.666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.673333,-0.031489,0,,16.673333,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.68,-0.031489,0,,16.68,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.686667,-0.031489,0,,16.686667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.693333,-0.031489,0,,16.693333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.7,-0.031489,0,,16.7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.706667,-0.031489,0,,16.706667,0,0.00525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.713333,-0.031489,0,,16.713333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.72,-0.031489,0,,16.72,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.726667,-0.031489,0,,16.726667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.733333,-0.036737,0.00525,,16.733333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.74,-0.031489,0,,16.74,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.746667,-0.031489,0,,16.746667,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.753333,-0.036737,0,,16.753333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.76,-0.031489,0,,16.76,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.766667,-0.036737,0,,16.766667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.773333,-0.031489,0,,16.773333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.78,-0.031489,0,,16.78,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.786667,-0.031489,0,,16.786667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.793333,-0.036737,0,,16.793333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.8,-0.036737,0,,16.8,0,0.00525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.806667,-0.031489,0,,16.806667,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.813333,-0.031489,0,,16.813333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.82,-0.036737,0,,16.82,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.826667,-0.036737,0,,16.826667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.833333,-0.031489,0,,16.833333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.84,-0.031489,0,,16.84,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.846667,-0.036737,0,,16.846667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.853333,-0.031489,0,,16.853333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.86,-0.031489,0,,16.86,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.866667,-0.031489,0,,16.866667,0,0.00525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.873333,-0.031489,0,,16.873333,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.88,-0.036737,0.00525,,16.88,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.886667,-0.031489,0,,16.886667,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.893333,-0.031489,0,,16.893333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.9,-0.031489,0,,16.9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.906667,-0.031489,0.00525,,16.906667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.913333,-0.036737,0,,16.913333,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.92,-0.031489,0,,16.92,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.926667,-0.031489,0,,16.926667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.933333,-0.031489,0,,16.933333,-0.005248,0.00525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.94,-0.026241,0,,16.94,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.946667,-0.031489,0.00525,,16.946667,0,0.00525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.953333,-0.031489,0,,16.953333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.96,-0.031489,0,,16.96,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.966667,-0.031489,0,,16.966667,0,0.00525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.973333,-0.031489,0,,16.973333,0,0.00525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.98,-0.020993,0,,16.98,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.986667,-0.031489,0,,16.986667,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.993333,-0.026241,0,,16.993333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,-0.026241,0,,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.006667,-0.026241,0,,17.006667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.013333,-0.026241,0,,17.013333,0,0.00525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.02,-0.031489,0,,17.02,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.026667,-0.026241,0,,17.026667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.033333,-0.026241,0,,17.033333,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.04,-0.026241,0,,17.04,0,0.00525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.046667,-0.026241,0,,17.046667,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.053333,-0.026241,0.00525,,17.053333,0,0.00525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.06,-0.026241,0,,17.06,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.066667,-0.026241,0,,17.066667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.073333,-0.020993,0,,17.073333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.08,-0.026241,0,,17.08,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.086667,-0.020993,0,,17.086667,0,-0.00525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.093333,-0.026241,0,,17.093333,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.1,-0.020993,0,,17.1,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.106667,-0.020993,0,,17.106667,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.113333,-0.020993,0,,17.113333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.12,-0.015744,0,,17.12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.126667,-0.015744,0.00525,,17.126667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.133333,-0.020993,0,,17.133333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.14,-0.020993,0,,17.14,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.146667,-0.015744,0,,17.146667,0,0.00525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.153333,-0.015744,0,,17.153333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.16,-0.015744,0,,17.16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.166667,-0.015744,0,,17.166667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.173333,-0.015744,0,,17.173333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.18,-0.015744,0,,17.18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.186667,-0.015744,0,,17.186667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.193333,-0.015744,0,,17.193333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.2,-0.010496,0,,17.2,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.206667,-0.010496,0,,17.206667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.213333,-0.010496,0,,17.213333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.22,-0.010496,0,,17.22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.226667,-0.010496,0,,17.226667,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.233333,-0.010496,0,,17.233333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.24,-0.005248,0,,17.24,0,0.00525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.246667,-0.010496,0,,17.246667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.253333,-0.010496,0,,17.253333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.26,-0.005248,0,,17.26,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.266667,-0.005248,0,,17.266667,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.273333,-0.005248,0,,17.273333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.28,-0.005248,0,,17.28,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.286667,-0.005248,0,,17.286667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.293333,-0.005248,0,,17.293333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.3,0,0.00525,,17.3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.306667,0,0,,17.306667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.313333,0,0,,17.313333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.32,0,0,,17.32,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.326667,0,0,,17.326667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.333333,0,0,,17.333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.34,0,0,,17.34,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.346667,0,0,,17.346667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.353333,0.005248,0,,17.353333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.36,0.005248,0,,17.36,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.366667,0.005248,0,,17.366667,-0.005248,0.00525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.373333,0.005248,0,,17.373333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.38,0.005248,0,,17.38,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.386667,0.005248,0,,17.386667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.393333,0.005248,0,,17.393333,0,0.00525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.4,0.005248,0,,17.4,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.406667,0.005248,0,,17.406667,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.413333,0.010496,0,,17.413333,-0.005248,0.00525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.42,0.005248,0,,17.42,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.426667,0.010496,0,,17.426667,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.433333,0.010496,0,,17.433333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.44,0.010496,0,,17.44,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.446667,0.010496,0,,17.446667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.453333,0.010496,0.00525,,17.453333,0,0.00525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.46,0.010496,0.00525,,17.46,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.466667,0.010496,0,,17.466667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.473333,0.010496,0,,17.473333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.48,0.015744,0,,17.48,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.486667,0.015744,0,,17.486667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.493333,0.015744,0,,17.493333,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.5,0.015744,0,,17.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.506667,0.015744,0,,17.506667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.513333,0.026241,0,,17.513333,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.52,0.015744,0,,17.52,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.526667,0.015744,0,,17.526667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.533333,0.015744,0.00525,,17.533333,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.54,0.015744,0,,17.54,0,0.00525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.546667,0.015744,0,,17.546667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.553333,0.015744,0,,17.553333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.56,0.015744,0,,17.56,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.566667,0.020993,0.00525,,17.566667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.573333,0.020993,0,,17.573333,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.58,0.020993,0,,17.58,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.586667,0.020993,0,,17.586667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.593333,0.020993,0,,17.593333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.6,0.020993,0,,17.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.606667,0.020993,0,,17.606667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.613333,0.020993,0,,17.613333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.62,0.020993,0,,17.62,0,0.00525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.626667,0.020993,0,,17.626667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.633333,0.020993,0,,17.633333,0,0.00525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.64,0.020993,0,,17.64,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.646667,0.020993,0,,17.646667,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.653333,0.020993,0,,17.653333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.66,0.020993,0,,17.66,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.666667,0.020993,0,,17.666667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.673333,0.020993,0,,17.673333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.68,0.020993,0,,17.68,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.686667,0.020993,0.00525,,17.686667,-0.005248,0.00525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.693333,0.020993,0,,17.693333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.7,0.020993,0,,17.7,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.706667,0.020993,0,,17.706667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.713333,0.026241,0,,17.713333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.72,0.026241,0,,17.72,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.726667,0.026241,0.00525,,17.726667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.733333,0.020993,0,,17.733333,0,0.00525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.74,0.020993,0,,17.74,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.746667,0.015744,0,,17.746667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.753333,0.026241,0,,17.753333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.76,0.026241,0,,17.76,0,0.00525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.766667,0.020993,0,,17.766667,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.773333,0.020993,0,,17.773333,-0.005248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
